anchor_id,anchor_type,token_mint,source_row_id,anchor_block_time,lookback_start_time,lookback_end_time,trade_count_300s,volume_usd_300s,volume_usd_60s,volume_usd_30s,volume_usd_10s,buy_usd_300s,sell_usd_300s,project_count,first_trade_time,last_trade_before_anchor,volume_accel_60_300,volume_accel_30_300,volume_accel_10_300,buy_pressure_300s,crescendo_broad_30_p80,crescendo_strict_30_p90,crescendo_fast_10_p90,crescendo_or_30p90_10p90,crescendo_plus_buy_pressure
entry_156,entry,2nfsCCbzrBUzQtr9sgn6zSsyfSsaE3bFPugHCRABtz9t,156,1.77934136e+09,1.77934106e+09,1.77934136e+09,3,76.22976811416,35.02437439248,35.02437439248,<nil>,35.02437439248,41.20539372168,1,2026-05-21 05:25:28.000 UTC,2026-05-21 05:28:58.000 UTC,0.4594579684412562,0.4594579684412562,0,0.4594579684412562,1,1,0,1,0
control_63:-120s,control,Ef2j3wE18ZoFFqqjGisE2JuNAATHXQ5HSDjAB2Jwpump,63,1.779355705e+09,1.779355405e+09,1.779355705e+09,6,470.70678251885994,<nil>,<nil>,<nil>,274.81758702822,195.88919549063996,1,2026-05-21 09:24:12.000 UTC,2026-05-21 09:24:42.000 UTC,0,0,0,0.5838402955606632,0,0,0,0,0
control_781:-300s,control,2anVZdNA2WQ8m8b3TtdYJW5JhuNEpVCtHWWh3pEFpump,781,1.779282417e+09,1.779282117e+09,1.779282417e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
entry_678,entry,Hw1tsTvVS543Y67La9szq64oDBvEauA2FxNCC8G2pump,678,1.779290995e+09,1.779290695e+09,1.779290995e+09,236,11525.396393805577,1095.5069757009603,831.17856792288,<nil>,1021.54378651194,10503.852607293631,2,2026-05-20 15:24:58.000 UTC,2026-05-20 15:29:37.000 UTC,0.09505156597388269,0.07211713502275757,0,0.08863415639751687,0,0,0,0,0
control_570:-60s,control,28Q3ToLkJvVKEPP8dyv1hBGePQ23XceKCKtSzwSnViRL,570,1.779298855e+09,1.779298555e+09,1.779298855e+09,50,2865.8619969318306,334.21290001268005,5.45629699746,<nil>,750.78075404329,2115.081242888539,1,2026-05-20 17:36:03.000 UTC,2026-05-20 17:40:26.000 UTC,0.11661863005632712,0.0019038938383290852,0,0.2619737987548146,0,0,0,0,0
entry_556,entry,HbugFhaL4ijduGiHcY4uT6CNgX58Qac9djsAFo7Dpump,556,1.779300434e+09,1.779300134e+09,1.779300434e+09,4,94.62880479934,93.65941558522,89.43885092156,<nil>,0.96938921412,93.65941558522,1,2026-05-20 18:05:19.000 UTC,2026-05-20 18:06:58.000 UTC,0.9897558759600147,0.9451546081683555,0,0.01024412403998535,1,1,0,1,0
entry_523,entry,Hs78KxVJhxVrk6E5YasrLgj5HqQckEscRdUERnzmpump,523,1.779303945e+09,1.779303645e+09,1.779303945e+09,780,30971.65107808682,5722.437699144809,3488.0427076707592,1202.34774657876,4222.746308547051,26748.904769539775,1,2026-05-20 19:00:45.000 UTC,2026-05-20 19:05:44.000 UTC,0.18476372747184827,0.11262049604254494,0.038820912180217916,0.13634230535209482,0,0,0,0,0
control_513:-120s,control,6AVAUKa9uxQpruHZUinFECpXEh1usRVtzQWK8N2wpump,513,1.779304645e+09,1.779304345e+09,1.779304645e+09,16,1671.9626190284098,22.21894673397,21.45210469614,21.08461566915,367.94077492112996,1304.0218441072798,2,2026-05-20 19:13:15.000 UTC,2026-05-20 19:17:23.000 UTC,0.01328914084627179,0.01283049300982936,0.012610698007950939,0.22006519208841113,0,0,0,0,0
control_498:-60s,control,4eiF6wayWkxe4Tp2FgAv76VMgzta3pgGdq4etubppump,498,1.779305538e+09,1.779305238e+09,1.779305538e+09,125,5556.485886375332,3004.70798089917,910.13207644766,130.56797318022,1436.8775296600706,4119.608356715259,2,2026-05-20 19:27:23.000 UTC,2026-05-20 19:32:13.000 UTC,0.5407568816591082,0.1637963444988371,0.023498300157726765,0.2585946511955222,1,0,0,0,0
control_409:-60s,control,H9Q2jGkdCve8PzWgBN64c99FiJrGWernvUZGGzkepump,409,1.779314121e+09,1.779313821e+09,1.779314121e+09,61,4244.51215329968,622.6398443087201,87.59053976423999,49.7474563089,230.45271349438002,4014.0594398053,1,2026-05-20 21:50:24.000 UTC,2026-05-20 21:55:18.000 UTC,0.14669291118054179,0.02063618540852738,0.011720417921344947,0.05429427580157269,0,0,0,0,0
entry_349,entry,jvKtLFLnNGPM7edS9KEpYqPxuY8HPGTZohLFM4Spump,349,1.779320136e+09,1.779319836e+09,1.779320136e+09,12,5013.1841848042,5013.1841848042,639.1775356787,<nil>,724.8860895756,4288.298095228601,1,2026-05-20 23:34:56.000 UTC,2026-05-20 23:35:14.000 UTC,1,0.12749931223675243,0,0.14459594199089093,0,0,0,0,0
entry_326,entry,GXyYU3xEYDFsoaQDeMtFZtbWy92eDrYAbPUMUuX5pump,326,1.779322444e+09,1.779322144e+09,1.779322444e+09,372,11447.508783499765,3553.664449018099,1704.0525029638804,830.0980877042801,5829.936490172575,5617.572293327161,3,2026-05-21 00:09:04.000 UTC,2026-05-21 00:14:02.000 UTC,0.3104312489491414,0.1488579336510378,0.0725134265807045,0.5092755638306001,0,0,0,0,0
control_283:-120s,control,2AG4HMFdBYEHoofZCR1anuiPoSVNWwWGQbTRL6WWpump,283,1.779324688e+09,1.779324388e+09,1.779324688e+09,78,1176.3488086037198,49.26976020539001,0.03406967314,<nil>,89.41054325252999,1086.9382653511896,1,2026-05-21 00:46:29.000 UTC,2026-05-21 00:51:15.000 UTC,0.04188363166182936,2.896222012622206e-05,0,0.07600682943578345,0,0,0,0,0
entry_255,entry,C1FjBybKVyatJcJ8JDd7VunSjVkmsb3m1p6q3qvHpump,255,1.77932804e+09,1.77932774e+09,1.77932804e+09,25,1113.6870585651,508.9285537339499,<nil>,<nil>,408.78326133687,704.90379722823,2,2026-05-21 01:42:32.000 UTC,2026-05-21 01:46:42.000 UTC,0.45697626619605797,0,0,0.367053974626908,0,0,0,0,0
control_235:-60s,control,GXyYU3xEYDFsoaQDeMtFZtbWy92eDrYAbPUMUuX5pump,235,1.779330263e+09,1.779329963e+09,1.779330263e+09,106,7495.975909621963,546.28601254396,179.7664393368,20.860806772900002,2711.8437085026803,4784.13220111928,1,2026-05-21 02:19:25.000 UTC,2026-05-21 02:24:18.000 UTC,0.07287723695092696,0.023981725862545624,0.002782934073483709,0.36177326891108497,0,0,0,0,0
entry_222,entry,GXyYU3xEYDFsoaQDeMtFZtbWy92eDrYAbPUMUuX5pump,222,1.779331986e+09,1.779331686e+09,1.779331986e+09,51,2783.5120154707497,866.9035484391901,568.3188479034601,37.68248371926,411.17929299619,2372.33272247456,1,2026-05-21 02:48:10.000 UTC,2026-05-21 02:53:01.000 UTC,0.3114423590129819,0.2041733050709844,0.01353774781995583,0.1477196041227259,1,0,0,0,0
entry_171,entry,BkEnt58pY7VzkpmmWW39gTVMUwARLt15MhAvCUV8pump,171,1.779340018e+09,1.779339718e+09,1.779340018e+09,67,2063.5762563377507,867.23038749039,809.2525171892702,502.08291094577,180.39821088443003,1883.1780454533202,1,2026-05-21 05:02:13.000 UTC,2026-05-21 05:06:57.000 UTC,0.42025604085475976,0.39216021928138417,0.2433071757846359,0.0874201815078957,1,1,1,1,0
control_124:-60s,control,Gy9JHGYJP9eNByZtLkAMtzbzoTUPfkjqpuRD4BSpump,124,1.779345602e+09,1.779345302e+09,1.779345602e+09,5,1808.0497884494503,543.118774198,<nil>,<nil>,196.28169086434997,1611.7680975851001,1,2026-05-21 06:38:12.000 UTC,2026-05-21 06:39:11.000 UTC,0.3003892800229625,0,0,0.10855989260819941,0,0,0,0,0
entry_92,entry,BCJS9gNKpXXTHKRb2b3rkrbuXZimZkYijeTez28wpump,92,1.779350681e+09,1.779350381e+09,1.779350681e+09,28,1928.4462278108201,370.4466490246,47.870324785799994,10.943331539,377.725863465,1550.72036434582,1,2026-05-21 07:59:41.000 UTC,2026-05-21 08:04:39.000 UTC,0.19209591830057535,0.02482326138807748,0.005674688451864647,0.19587057083452927,0,0,0,0,0
entry_993,entry,FAjBQ4Lsx9EvNmPGm1T9i3Ti5Kiz7zL8ctLbS2PVpump,993,1.779257619e+09,1.779257319e+09,1.779257619e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_884:-120s,control,y8f9WhcWuaYoXfNGkaRCp3DunfygQoWGHjRooVGpump,884,1.779271686e+09,1.779271386e+09,1.779271686e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
entry_882,entry,6ZsqqGjh8WJszCyvLe3mzVE8zRZx7GDn77Ff1c2Gpump,882,1.779272061e+09,1.779271761e+09,1.779272061e+09,36,629.2036213896,109.9985838099,109.0830998934,63.893931290400005,277.0341202707,352.1695011189001,2,2026-05-20 10:09:22.000 UTC,2026-05-20 10:14:18.000 UTC,0.1748219178506434,0.17336692953624347,0.10154730379537528,0.44029327049782135,1,0,1,1,0
control_819:-60s,control,8T8pj7DGj8ZTe3kvKpDcNrPSEgweMuGkt2nJo237pump,819,1.779278764e+09,1.779278464e+09,1.779278764e+09,63,2446.015945291441,851.2021764330401,257.24589810738,52.88121980567,1160.7741542096599,1285.24179108178,1,2026-05-20 12:01:05.000 UTC,2026-05-20 12:05:58.000 UTC,0.34799535059106906,0.10516934634157889,0.021619327505802192,0.47455706756292426,0,0,0,0,0
control_759:-60s,control,9DVozM5bvUTDSRNAn1WvePxfAqw6oYmYRRw5LAqCpump,759,1.779285206e+09,1.779284906e+09,1.779285206e+09,9,1418.1004277938,60.393582548320005,59.32392230968001,<nil>,268.9372435096,1149.1631842842,1,2026-05-20 13:48:43.000 UTC,2026-05-20 13:53:02.000 UTC,0.04258766259754741,0.04183337170412733,0,0.18964611972369072,0,0,0,0,0
control_658:-120s,control,TjsmLrTMfXrkDjyZDAckp1P4GUvmC35okg7ztjSpump,658,1.77929259e+09,1.77929229e+09,1.77929259e+09,10,1081.8441649906597,713.7111070955199,523.9728905853599,<nil>,80.38239563632,1001.4617693543398,1,2026-05-20 15:51:59.000 UTC,2026-05-20 15:56:15.000 UTC,0.6597171110144887,0.48433305603666466,0,0.074301270217614,1,1,0,1,0
entry_609,entry,2CqJo99Xwww753TfXDGjxUeVKPazn1sEwDZf4576Fcmm,609,1.779296306e+09,1.779296006e+09,1.779296306e+09,2,266.50723082402,216.53220017288,216.53220017288,<nil>,216.53220017288,49.975030651139996,1,2026-05-20 16:53:33.000 UTC,2026-05-20 16:58:08.000 UTC,0.8124815206828685,0.8124815206828685,0,0.8124815206828685,1,1,0,1,1
control_566:-120s,control,3Mqt6bt19qBu4SjYrjQtira3TwJZfHeXCAw54DGUWm7A,566,1.779299294e+09,1.779298994e+09,1.779299294e+09,102,5217.22882192838,932.9706164407999,649.1100286047999,555.7435597363999,317.27791308768997,4899.950908840691,1,2026-05-20 17:43:15.000 UTC,2026-05-20 17:48:12.000 UTC,0.17882493720027356,0.12441663012297731,0.10652083293731925,0.06081349389050151,0,0,1,1,0
control_538:-120s,control,FZekF8EVFYANK1b4Qnv6MsikpvrDgqG9X56er7RRpump,538,1.779302382e+09,1.779302082e+09,1.779302382e+09,206,12053.111522069787,640.8372509517601,278.81230397508,<nil>,1754.9416982754603,10298.169823794331,2,2026-05-20 18:34:42.000 UTC,2026-05-20 18:39:27.000 UTC,0.0531677857438188,0.0231319774536693,0,0.14560071854160503,0,0,0,0,0
entry_302,entry,Bv5oqVLEKX9cdyL42bm2VfFAkQanyp7KTw1RV3kvpump,302,1.779323989e+09,1.779323689e+09,1.779323989e+09,25,938.55984742355,288.8321438409,264.69714484565,19.7180720649,51.99159033695,886.5682570866,1,2026-05-21 00:35:07.000 UTC,2026-05-21 00:39:42.000 UTC,0.3077397191386101,0.28202479103732464,0.02100885960445493,0.05539507201343913,1,0,0,0,0
control_244:-300s,control,CMeG1SqswRBLUpujJWCQ7BgazaWKqRwKK4FftCo5pump,244,1.779328949e+09,1.779328649e+09,1.779328949e+09,36,1205.0328479052,249.1580767156,119.19303883536,2.9421172273600003,510.74725029495,694.2855976102501,1,2026-05-21 01:57:31.000 UTC,2026-05-21 02:02:22.000 UTC,0.20676455181178702,0.09891268859812602,0.002441524504891718,0.4238450853707604,0,0,0,0,0
control_242:-120s,control,jvKtLFLnNGPM7edS9KEpYqPxuY8HPGTZohLFM4Spump,242,1.779329313e+09,1.779329013e+09,1.779329313e+09,7,614.5856488673198,365.1977432451599,<nil>,<nil>,<nil>,614.5856488673198,1,2026-05-21 02:03:54.000 UTC,2026-05-21 02:07:48.000 UTC,0.5942178180018012,0,0,0,0,0,0,0,0
control_210:-300s,control,4uYwdkwWT1kNa6k9mzD1UZHfYLjxfVme1YBwRp4vpump,210,1.779334026e+09,1.779333726e+09,1.779334026e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_204:-120s,control,98sQRZNHZBmugTVsPxWKLe3XuuMHXrEuaRFrECxxpump,204,1.779334719e+09,1.779334419e+09,1.779334719e+09,38,1810.58696511804,807.9236748737701,489.4872061755899,262.4261413767,100.47457595025,1710.1123891677903,1,2026-05-21 03:33:42.000 UTC,2026-05-21 03:38:36.000 UTC,0.4462219658259265,0.270347249596861,0.14493981588981078,0.055492819668951726,1,0,1,1,0
entry_197,entry,BCJS9gNKpXXTHKRb2b3rkrbuXZimZkYijeTez28wpump,197,1.779335546e+09,1.779335246e+09,1.779335546e+09,265,13621.321537836002,8848.955786871116,3559.295698474319,1831.7997303088805,2704.647625850441,10916.673911985561,1,2026-05-21 03:47:29.000 UTC,2026-05-21 03:52:23.000 UTC,0.6496400339931286,0.26130325817415356,0.13448032374984195,0.1985598547349264,1,0,1,1,0
control_54:-120s,control,EwwHLq31hEMRki6WwEG6UiyKTHe8beoEL8LJ5EZpump,54,1.77935745e+09,1.77935715e+09,1.77935745e+09,29,1615.5948246865003,289.02875016444,154.75971678663998,101.02375309526,645.0979583278399,970.49686635866,1,2026-05-21 09:52:39.000 UTC,2026-05-21 09:57:22.000 UTC,0.1788992795396735,0.09579116893783718,0.0625303767699697,0.39929439514825055,0,0,0,0,0
control_7:-300s,control,9C8NLVCpLQ4Qsy3WvYXazpu5gzWYh7KTfXAqytRhpump,7,1.779363611e+09,1.779363311e+09,1.779363611e+09,5,80.96860904057999,<nil>,<nil>,<nil>,<nil>,80.96860904057999,1,2026-05-21 11:36:01.000 UTC,2026-05-21 11:37:15.000 UTC,0,0,0,0,0,0,0,0,0
control_972:-60s,control,FmbmhYpjBzszfUxDju3g1qQzggXTT5yfMJ94rK7ypump,972,1.779259952e+09,1.779259652e+09,1.779259952e+09,52,3842.2201722906793,535.9449947829601,35.73397857204,0.0874496784,946.73753207228,2895.4826402183994,2,2026-05-20 06:47:48.000 UTC,2026-05-20 06:52:31.000 UTC,0.13948836109083176,0.009300346406420508,2.2760194491369735e-05,0.24640376907600484,0,0,0,0,0
control_931:-300s,control,FqSwk5N6bM3U46G9DrB2t77hTYFGpmB1zWV6tGLmpump,931,1.779265417e+09,1.779265117e+09,1.779265417e+09,47,2093.23379529648,382.46901474312006,77.71464683478001,77.71464683478001,331.50667041922,1761.72712487726,1,2026-05-20 08:18:47.000 UTC,2026-05-20 08:23:29.000 UTC,0.18271681624982947,0.037126596660824844,0.037126596660824844,0.15837058964178738,0,0,0,0,0
entry_852,entry,HbugFhaL4ijduGiHcY4uT6CNgX58Qac9djsAFo7Dpump,852,1.779275212e+09,1.779274912e+09,1.779275212e+09,57,3170.1354020932995,1151.95865740174,446.48965291092003,263.3174647894,1529.58905080658,1640.5463512867202,1,2026-05-20 11:01:57.000 UTC,2026-05-20 11:06:50.000 UTC,0.3633783770374856,0.14084245506235935,0.08306189843358948,0.48249959600986236,0,0,0,0,0
control_758:-300s,control,BPQp7KCHWfJQB2JRhfdEZ4dv59RstKv6TFn3dMBQpump,758,1.779285078e+09,1.779284778e+09,1.779285078e+09,179,15558.08290982298,3443.3753830840005,432.81249363687994,35.63734455232,5980.0662165105,9578.016693312484,2,2026-05-20 13:46:37.000 UTC,2026-05-20 13:51:14.000 UTC,0.22132388694946087,0.02781914045229911,0.00229059998965679,0.38437037848248234,0,0,0,0,0
control_731:-300s,control,DrTKkxmeYXD12yq9oTpg1hvEqsgbzX1gDAknSHEf9Luc,731,1.779287141e+09,1.779286841e+09,1.779287141e+09,27,538.4269037163,5.11268396832,<nil>,<nil>,<nil>,538.4269037163,1,2026-05-20 14:20:50.000 UTC,2026-05-20 14:25:02.000 UTC,0.009495595285138093,0,0,0,0,0,0,0,0
control_691:-120s,control,FrdeG3eyXp3RLrZVJh7KpPx4UbG8mADdh6qyWYrdpump,691,1.77929005e+09,1.77928975e+09,1.77929005e+09,6,722.58292694112,<nil>,<nil>,<nil>,134.93383241339998,587.6490945277201,1,2026-05-20 15:10:36.000 UTC,2026-05-20 15:12:34.000 UTC,0,0,0,0.186738196243592,0,0,0,0,0
control_684:-60s,control,BzzwRm52ETfyzdUufaHJ84VsTXEQxi4mZBxLJf4xpump,684,1.77929056e+09,1.77929026e+09,1.77929056e+09,2,44.96118264375001,8.6079573063,8.6079573063,<nil>,<nil>,44.96118264375001,1,2026-05-20 15:18:35.000 UTC,2026-05-20 15:22:27.000 UTC,0.19145308909031955,0.19145308909031955,0,0,1,0,0,0,0
control_680:-60s,control,26tp32gxAvP6i5cXFeDBokiB2YcmmpYWeTEdbvzhpump,680,1.779290646e+09,1.779290346e+09,1.779290646e+09,117,4518.919848307816,276.4657558759501,141.3543555027,39.53421221175,370.44501019080997,4148.474838117011,1,2026-05-20 15:19:06.000 UTC,2026-05-20 15:24:05.000 UTC,0.06117961042824808,0.031280562667123306,0.008748597793022206,0.08197645070636267,0,0,0,0,0
control_632:-300s,control,524zXrkbMkoDF8tZSy45PwTNb9pNgvwx5VSdk2R4pump,632,1.779294188e+09,1.779293888e+09,1.779294188e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_515:-60s,control,FZekF8EVFYANK1b4Qnv6MsikpvrDgqG9X56er7RRpump,515,1.77930465e+09,1.77930435e+09,1.77930465e+09,62,1793.5364597690198,250.81646179905,155.25962886131998,<nil>,333.36001429386,1460.1764454751599,2,2026-05-20 19:12:32.000 UTC,2026-05-20 19:17:16.000 UTC,0.13984464070016805,0.08656619608464222,0,0.18586743106231118,0,0,0,0,0
control_327:-120s,control,H9Q2jGkdCve8PzWgBN64c99FiJrGWernvUZGGzkepump,327,1.779322293e+09,1.779321993e+09,1.779322293e+09,13,1083.2555125630702,399.24955948490003,264.27039578266,<nil>,90.16714028302,993.0883722800501,1,2026-05-21 00:06:39.000 UTC,2026-05-21 00:11:10.000 UTC,0.3685645305789797,0.24395942851689242,0,0.08323718572147143,1,0,0,0,0
control_238:-300s,control,E9RUn7tjhgukNqUDFHfu1CfaFSEERT8i13e86j3Hpump,238,1.779329517e+09,1.779329217e+09,1.779329517e+09,10,480.77316905520007,1.6592948928000002,1.6592948928000002,<nil>,1.761819552,479.01134950320005,1,2026-05-21 02:08:00.000 UTC,2026-05-21 02:11:38.000 UTC,0.0034513051051929394,0.0034513051051929394,0,0.003664554649466548,0,0,0,0,0
control_172:-120s,control,5EiGEFFN4fF7HE3YGNcRHC4QtyXisnQYUswZrUpypump,172,1.779339729e+09,1.779339429e+09,1.779339729e+09,7,126.87536734950001,125.89417750601999,37.12290324897,<nil>,0.98118984348,125.89417750601999,1,2026-05-21 05:00:17.000 UTC,2026-05-21 05:01:42.000 UTC,0.9922665063835664,0.2925934641569043,0,0.007733493616433395,1,0,0,0,0
control_148:-120s,control,DjwnGiLwLqxJnyCtkCa5DnB3FNRKLAm8j26ia6AJpump,148,1.779341733e+09,1.779341433e+09,1.779341733e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
entry_129,entry,GztY9CrmPEpTpK2M6MgHdSEsywA5CFAdrzLVxvdVpump,129,1.779344837e+09,1.779344537e+09,1.779344837e+09,168,5741.6183839151645,578.7249455805598,122.79614172752,43.7332985886,985.45400694943,4756.164376965734,1,2026-05-21 06:22:17.000 UTC,2026-05-21 06:27:07.000 UTC,0.1007947423328981,0.02138702601195628,0.007616893994751808,0.1716334909526775,0,0,0,0,0
entry_61,entry,TjsmLrTMfXrkDjyZDAckp1P4GUvmC35okg7ztjSpump,61,1.779355928e+09,1.779355628e+09,1.779355928e+09,8,433.04144835225,161.26956681558,88.14984225588,88.14984225588,213.03849998267998,220.00294836957,1,2026-05-21 09:29:25.000 UTC,2026-05-21 09:32:00.000 UTC,0.3724113879380851,0.2035598268740688,0.2035598268740688,0.4919586815380027,1,0,1,1,0
entry_12,entry,Bv5oqVLEKX9cdyL42bm2VfFAkQanyp7KTw1RV3kvpump,12,1.779363646e+09,1.779363346e+09,1.779363646e+09,0,0,<nil>,<nil>,<nil>,<nil>,<nil>,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,0,0,0,0
control_974:-120s,control,c3qwdDG9o1nroeAM6JKzc5jMW8Cwz2AVpoCkCxzpump,974,1.779259206e+09,1.779258906e+09,1.779259206e+09,62,4823.764617934259,1108.89191078901,849.13136375001,49.522380045510005,1177.0145038670098,3646.7501140672507,1,2026-05-20 06:35:25.000 UTC,2026-05-20 06:40:04.000 UTC,0.22988101589083848,0.17603084540921154,0.010266334277877263,0.24400330386996721,1,0,0,0,0
control_821:-120s,control,4KEGqvZQDs3y3zPSKW5qopBxLrnXeMhxD2PcvPyQpump,821,1.779278381e+09,1.779278081e+09,1.779278381e+09,13,347.21485632561,9.97625658939,9.974982569369999,<nil>,34.311747397199994,312.90310892841,1,2026-05-20 11:55:07.000 UTC,2026-05-20 11:59:28.000 UTC,0.02873222849668189,0.0287285592411855,0,0.09881992884838786,0,0,0,0,0
control_604:-120s,control,Dw8i2cVgG3TszNkEo7Jtqn6K6RgWHymstTDvd5oJHf3A,604,1.779296618e+09,1.779296318e+09,1.779296618e+09,55,2114.29865595004,81.98933348160001,38.351064816000004,<nil>,357.1559148862,1757.1427410638403,1,2026-05-20 16:58:41.000 UTC,2026-05-20 17:03:24.000 UTC,0.03877850144342966,0.01813890611341628,0,0.16892406088472647,0,0,0,0,0
control_550:-120s,control,TjsmLrTMfXrkDjyZDAckp1P4GUvmC35okg7ztjSpump,550,1.779301041e+09,1.779300741e+09,1.779301041e+09,5,21.004792444969997,<nil>,<nil>,<nil>,3.45749153284,17.547300912129998,1,2026-05-20 18:12:53.000 UTC,2026-05-20 18:15:54.000 UTC,0,0,0,0.16460488918889382,0,0,0,0,0
control_538:-300s,control,FZekF8EVFYANK1b4Qnv6MsikpvrDgqG9X56er7RRpump,538,1.779302202e+09,1.779301902e+09,1.779302202e+09,155,8452.612481677439,2849.5333052380797,1226.6413616980801,193.40405319132003,1042.10465499126,7410.507826686179,2,2026-05-20 18:31:54.000 UTC,2026-05-20 18:36:36.000 UTC,0.33711864957904514,0.14511979158597965,0.022880979532725318,0.1232878778306955,0,0,0,0,0
control_525:-60s,control,4tR7PbUjuB45RSb1TkXGpCKVTSEm6PRpTVdj6bYtpump,525,1.779303868e+09,1.779303568e+09,1.779303868e+09,53,5741.535297174779,1328.3413041675003,243.00570177625002,<nil>,1271.536093016,4469.999204158779,1,2026-05-20 18:59:55.000 UTC,2026-05-20 19:04:14.000 UTC,0.23135646397944004,0.04232416752638012,0,0.22146273203992684,0,0,0,0,0
control_476:-120s,control,B5jkQN49W6oSWThPZu9y7HsgkabBawA7vxHJ3bpcpump,476,1.779307633e+09,1.779307333e+09,1.779307633e+09,9,479.89294638935996,17.18515277024,<nil>,<nil>,<nil>,479.89294638935996,2,2026-05-20 20:05:12.000 UTC,2026-05-20 20:06:33.000 UTC,0.03581038833668721,0,0,0,0,0,0,0,0
control_361:-60s,control,iabWvp2SGYhvmfd9huN3smdWGwSq1xafc2fQF1Ypump,361,1.779318714e+09,1.779318414e+09,1.779318714e+09,3,539.7556418111001,<nil>,<nil>,<nil>,<nil>,539.7556418111001,1,2026-05-20 23:08:10.000 UTC,2026-05-20 23:08:20.000 UTC,0,0,0,0,0,0,0,0,0
control_324:-300s,control,7pwmwCfPK1o959SX3QQgLABmMEi2pndjmu7fB219pump,324,1.779322331e+09,1.779322031e+09,1.779322331e+09,11,259.30887318845004,11.762759132380001,<nil>,<nil>,213.48555818782,45.823315000630004,1,2026-05-21 00:07:54.000 UTC,2026-05-21 00:11:14.000 UTC,0.045361961539324334,0,0,0.8232867451190983,0,0,0,0,0
control_277:-120s,control,AUVbCiTZ9cB76JDCBQQmM67dbtUAcHfXzxMr2fE1pump,277,1.779325121e+09,1.779324821e+09,1.779325121e+09,2,43.0461724215,14.713283045999999,14.713283045999999,<nil>,14.713283045999999,28.332889375500002,1,2026-05-21 00:56:55.000 UTC,2026-05-21 00:58:19.000 UTC,0.3418023535735142,0.3418023535735142,0,0.3418023535735142,1,1,0,1,0
control_249:-120s,control,7E4sijx3xTEuEnWw7qGhpsfvHfjtsCZjDvwzKTaapump,249,1.779328261e+09,1.779327961e+09,1.779328261e+09,5,124.93482139294001,32.55638862832001,32.55638862832001,0.03461560368,32.521773024640005,92.4130483683,1,2026-05-21 01:49:17.000 UTC,2026-05-21 01:50:56.000 UTC,0.260586986600997,0.260586986600997,0.00027706930136897856,0.260309917299628,1,0,0,0,0
control_126:-60s,control,D7JzuyEnAKMp7uvnyXbzhtbinP5x8eJPT2gVrDwxpump,126,1.779345188e+09,1.779344888e+09,1.779345188e+09,52,3000.13619828206,493.83508152273004,259.24040454169,114.08266407118,962.1924993894299,2037.94369889263,1,2026-05-21 06:28:09.000 UTC,2026-05-21 06:33:07.000 UTC,0.16460422090354104,0.08640954523669173,0.038025828339562084,0.32071627279468223,0,0,0,0,0
control_96:-300s,control,FmbmhYpjBzszfUxDju3g1qQzggXTT5yfMJ94rK7ypump,96,1.779349983e+09,1.779349683e+09,1.779349983e+09,3,168.80751787035,<nil>,<nil>,<nil>,<nil>,168.80751787035,1,2026-05-21 07:50:10.000 UTC,2026-05-21 07:51:10.000 UTC,0,0,0,0,0,0,0,0,0
control_65:-120s,control,CJn8qqUpf2rUwv7BZmDYq2CVeuDbCcYT9xSw5yv1pump,65,1.779355415e+09,1.779355115e+09,1.779355415e+09,146,2527.6657601852517,441.30430267135,33.74966665252,<nil>,543.3365049311299,1984.3292552541197,1,2026-05-21 09:18:35.000 UTC,2026-05-21 09:23:12.000 UTC,0.17458965881588986,0.01335210817194695,0,0.2149558353361203,0,0,0,0,0
entry_944,entry,DF1C36v9U3nTibVB91Cw7nq1YizggBy9zXf4rVACpump,944,1.779264614e+09,1.779264314e+09,1.779264614e+09,10,429.10045079521996,161.45457466434,161.45457466434,<nil>,16.99178168366,412.10866911155995,2,2026-05-20 08:05:17.000 UTC,2026-05-20 08:09:57.000 UTC,0.3762628875479581,0.3762628875479581,0,0.03959861065671312,1,1,0,1,0
control_853:-300s,control,FCBZzo5unTuBpQWGkC3g58PVKC6xtWDwQuijFed6pump,853,1.779274764e+09,1.779274464e+09,1.779274764e+09,23,682.13865611033,16.021538622719998,<nil>,<nil>,144.8592073416,537.27944876873,1,2026-05-20 10:54:56.000 UTC,2026-05-20 10:58:36.000 UTC,0.02348721697444552,0,0,0.2123603552503705,0,0,0,0,0
